name,sex,event,age,bodyweightkg,weightclasskg,best3squatkg,best3benchkg,best3deadliftkg,totalkg,date
Ole Martin Hofseth,M,SBD,21.5,65.5,66,191.0,138.5,195.0,524.5,2015-05-01
Fredrik Våge Hovland,M,SBD,21.5,83.0,83,207.5,135.0,247.5,590.0,2015-05-01
Marton Hodnefjell,M,SBD,19.5,77.8,83,132.5,127.5,200.0,460.0,2015-05-01
Karl Magne Lund,M,SBD,20.5,117.7,120,245.0,162.5,282.5,690.0,2015-05-01
Bjarte Vik Larsen,M,SBD,20.5,115.1,120,250.0,170.0,267.5,687.5,2015-05-01
Erik Røen,M,SBD,18.5,125.3,120+,242.5,152.5,285.0,680.0,2015-05-01
Jøran Langset,M,SBD,37.5,72.7,74,222.5,135.0,242.5,600.0,2015-05-01
André Midtby,M,SBD,23.5,91.2,93,250.5,190.0,292.5,733.0,2015-05-01
Edvard Heimen,M,SBD,26.5,92.5,93,217.5,187.5,262.5,667.5,2015-05-01
Fredrik Ingebrigtsen,M,SBD,25.5,92.2,93,215.0,200.0,245.0,660.0,2015-05-01
Fredrik Danielsen,M,SBD,23.5,89.6,93,190.0,142.5,262.5,595.0,2015-05-01
Mats Daniel Skrede,M,SBD,25.0,104.6,105,267.5,167.5,275.0,710.0,2015-05-01
Truls Moe,M,SBD,26.5,102.1,105,235.0,160.0,270.0,665.0,2015-05-01
Vidar Johansen,M,SBD,50.5,103.5,105,225.0,160.0,240.0,625.0,2015-05-01
Geir Bedin,M,SBD,46.5,82.7,83,205.0,55.0,230.0,490.0,2015-05-01
Børre Borgersen,M,SBD,51.5,92.5,93,180.0,170.0,190.0,540.0,2015-05-01
Ronny Andersen,M,SBD,50.5,116.6,120,205.0,150.0,225.0,580.0,2015-05-01
Leif Sydengen,M,SBD,59.5,100.9,105,190.0,155.0,215.0,560.0,2015-05-01
Vidar Alexander Ringvold,M,SBD,59.5,106.4,120,180.0,150.0,180.0,510.0,2015-05-01
Tarald Knudsen Øvrebø,M,SBD,19.5,90.8,93,241.0,150.0,250.0,641.0,2015-05-01
Kirsti Løken,F,SBD,68.5,69.0,69,115.0,62.5,147.5,325.0,2023-09-07
Jenny Heyerdahl Bryhni,F,SBD,24.0,78.7,84,157.5,82.5,160.0,400.0,2017-12-16
Ingeborg Gjone,F,SBD,55.5,55.0,57,85.0,45.0,117.5,247.5,2017-12-16
Bo André Bergan,M,SBD,27.5,98.9,105,275.0,160.0,310.0,745.0,2017-12-16
Liz Tobiassen,F,SBD,14.5,57.23,63,80.0,42.5,112.5,235.0,2019-09-01
Caroline Hoff Hansen,F,SBD,37.5,50.78,52,85.0,60.0,105.0,250.0,2019-09-01
Monica Dahle,F,SBD,40.5,56.8,57,110.0,62.5,112.5,285.0,2019-09-01
Knut Einar Skår,M,SBD,17.5,82.49,83,210.0,142.5,260.0,612.5,2019-09-01
Einar Naveen Møen,M,SBD,16.5,81.23,83,172.5,125.0,172.5,470.0,2019-09-01
Anne Hellem,F,SBD,55.5,83.3,84,105.0,55.0,145.0,305.0,2017-11-06
Ali Hamdan,M,SBD,16.5,92.05,93,260.0,152.5,265.0,677.5,2016-12-10
Gina Bakke Bolstad,F,SBD,28.5,62.4,63,170.0,87.5,167.5,425.0,2020-10-17
Rita Pernille Bråthen,F,SBD,51.5,93.4,84+,110.0,70.0,140.0,320.0,2020-12-12
Morten Rygh,M,SBD,61.5,92.88,93,145.0,85.0,190.0,420.0,2020-12-12
Gro-Berit Stavheim,F,SBD,51.5,74.1,84,122.5,72.5,152.5,347.5,2016-06-03
Anna Dorthea Espevik,F,SBD,14.5,69.9,72,102.5,75.0,120.0,297.5,2013-02-16
Camilla Vik Nygård,F,SBD,17.5,51.39,52,105.0,65.0,127.5,297.5,2017-12-16
Marius Arhaug,M,SBD,16.5,70.99,74,132.5,95.0,165.0,392.5,2017-12-16
Bjarne Havnen,M,SBD,42.5,119.6,120,180.0,165.0,200.0,545.0,2011-04-09
Damian Steinke,M,SBD,18.5,104.0,105,250.0,152.5,252.5,655.0,2016-08-12
Fredrik Ingebrigtsen,M,SBD,20.5,88.35,90,190.0,160.0,235.0,585.0,2010-02-28
Serban Baci,M,SBD,26.5,81.35,83,220.0,150.0,240.0,610.0,2022-04-23
Birgitte Kielsen,F,SBD,15.5,68.3,72,90.0,55.0,117.5,262.5,2012-05-09
Odd Arne Opstad,M,SBD,47.5,103.3,105,230.0,160.0,255.0,645.0,2016-02-19
Erik Røen,M,SBD,18.5,126.9,120+,253.0,157.5,280.0,690.5,2015-09-19
Truls Moe,M,SBD,28.5,103.0,105,260.0,172.5,300.0,732.5,2017-12-02
Vidar Johansen,M,SBD,52.5,112.0,120,262.5,165.0,260.0,687.5,2017-12-02
Isabell Adolfsen,F,SBD,15.5,61.7,63,92.5,55.0,130.0,277.5,2015-12-19
Linn Hèlen Solbakken Fjeld,F,SBD,22.5,58.85,63,102.5,70.0,117.5,290.0,2015-12-19
Bjørn Flem,M,SBD,50.5,102.75,105,180.0,147.5,190.0,517.5,2015-12-19
Frida Austigard Petersen,F,SBD,23.5,63.81,69,130.0,75.0,155.0,360.0,2021-08-21
Caroline Hoff Hansen,F,SBD,39.5,50.12,52,92.5,60.0,107.5,260.0,2021-08-21
Helge Hansen,M,SBD,41.5,91.95,93,255.0,167.5,270.0,692.5,2021-08-21
Alexander Kleivene,M,SBD,24.5,90.5,93,230.0,140.0,260.0,630.0,2021-08-21
Andreas Sebastian Sundquist,M,SBD,18.5,88.85,93,200.0,127.5,222.5,550.0,2013-11-22
Ronny Andersen,M,SBD,48.5,110.75,120,200.0,145.0,240.0,585.0,2013-11-22
Tove Michalsen,F,SBD,55.5,86.9,84+,105.0,50.0,120.0,275.0,2015-12-19
Christoffer Nygård,M,SBD,19.5,112.5,120,192.5,110.0,220.0,522.5,2015-12-19
Andreas Michalsen,M,SBD,24.5,103.0,105,200.0,130.0,215.0,545.0,2015-12-19
Jan Edvard Jensen,M,SBD,55.5,92.0,93,190.0,130.0,225.0,545.0,2015-12-19
Lillann Haaland,F,SBD,17.5,60.5,63,92.5,62.5,122.5,277.5,2012-06-16
Joel Immanuel Vikesland,M,SBD,19.5,88.55,93,195.0,120.0,260.0,575.0,2017-06-17
Jim Ljungquist,M,SBD,49.5,116.15,120,175.0,177.5,210.0,562.5,2017-06-17
Elisabeth Sletten,F,SBD,22.5,55.22,57,92.5,75.0,140.0,307.5,2018-03-03
Karoline Tanche-Larsen,F,SBD,22.5,83.8,84,168.0,95.0,172.5,435.5,2018-03-03
Seline Solstad Halleland,F,SBD,20.5,81.96,84,140.0,108.0,152.5,400.5,2018-03-03
Eirin Herland,F,SBD,48.5,98.06,84+,117.5,72.5,127.5,317.5,2018-03-03
Kasper Høiland Andersen,M,SBD,17.5,75.8,83,165.0,105.0,200.0,470.0,2018-03-03
Helge Hansen,M,SBD,38.5,93.0,93,240.0,165.0,270.0,675.0,2018-03-03
Geir Øyvind Thorsen,M,SBD,31.5,104.0,105,277.5,165.0,270.0,712.5,2018-03-03
Tarald Knudsen Øvrebø,M,SBD,16.5,84.4,93,175.0,120.0,205.0,500.0,2012-12-08
Karl Magne Lund,M,SBD,17.5,102.8,105,200.0,115.0,235.0,550.0,2012-12-08
Birgitte Kielsen,F,SBD,16.5,70.9,72,115.0,72.5,135.0,322.5,2013-12-14
Stian Botnen,M,SBD,30.5,82.3,83,200.0,170.0,270.0,640.0,2011-03-01
Tove Michalsen,F,SBD,63.5,83.3,84,115.0,60.0,125.0,300.0,2023-03-25
Monica S. Rasmussen,F,SBD,41.5,56.9,57,112.5,57.5,140.0,310.0,2014-05-13
Elisabeth Sletten,F,SBD,23.5,56.5,57,110.0,77.5,150.0,337.5,2019-05-11
Norunn Nielsen Holmvik,F,SBD,35.5,58.3,63,122.5,72.5,130.0,325.0,2019-05-11
Even Bless Liland,M,SBD,20.5,119.5,120,250.0,187.5,280.0,717.5,2012-05-05
Caroline Hoff Hansen,F,SBD,37.5,48.54,52,85.0,57.5,97.5,240.0,2019-03-09
Helge Hansen,M,SBD,39.5,91.25,93,247.5,162.5,270.0,680.0,2019-03-09
Helge Sviland,M,SBD,38.5,92.9,93,190.0,160.0,210.0,560.0,2014-12-13
Fredrik Danielsen,M,SBD,24.5,93.5,105,200.0,137.5,255.0,592.5,2016-02-26
Malin Narum Kvamsdal,F,SBD,26.5,45.9,47,112.5,72.5,140.0,325.0,2021-10-23
Sakar Hamawandi,F,SBD,31.0,46.5,47,85.0,78.0,132.5,295.5,2021-10-23
Julie Fosseide,F,SBD,28.5,51.9,52,127.5,77.5,150.0,355.0,2021-10-23
Rebekka Tao Jacobsen,F,SBD,24.5,56.85,57,140.0,70.0,137.5,347.5,2021-10-23
Signe Elisabeth Belden,F,SBD,37.5,62.55,63,157.5,105.0,182.5,445.0,2021-10-23
Gina Bakke Bolstad,F,SBD,29.5,62.25,63,170.5,92.5,165.0,428.0,2021-10-23
Katrine Sundal Haune,F,SBD,25.5,62.75,63,150.0,100.0,162.5,412.5,2021-10-23
Anna Nafisa Hjelle Skjenken,F,SBD,22.5,61.3,63,130.0,85.0,150.0,365.0,2021-10-23
Marte Kjenner,F,SBD,31.5,69.0,69,182.5,117.5,218.0,518.0,2021-10-23
Ruth Sandbak Berge,F,SBD,25.5,68.3,69,140.0,77.5,170.0,387.5,2021-10-23
Sarah Nilsen Evensen,F,SBD,25.5,68.5,69,125.0,100.0,155.0,380.0,2021-10-23
Frida Austigard Petersen,F,SBD,23.5,64.95,69,137.5,80.0,155.0,372.5,2021-10-23
Stine Hamre,F,SBD,25.5,75.4,76,175.0,102.5,182.5,460.0,2021-10-23
Guro Bøe,F,SBD,42.5,74.35,76,152.5,80.0,175.0,407.5,2021-10-23
Heidi Hille Arnesen,F,SBD,51.0,83.9,84,172.5,97.5,205.0,475.0,2021-10-23
Jøran Langset,M,SBD,43.5,72.45,74,217.5,130.0,242.5,590.0,2021-10-23
Trygve Sletten,M,SBD,27.5,82.55,83,255.0,165.0,302.5,722.5,2021-10-23
Anders Joakim Halland,M,SBD,28.5,82.85,83,263.0,150.0,270.0,683.0,2021-10-23
Helge Hansen,M,SBD,41.5,92.05,93,255.0,162.5,280.0,697.5,2021-10-23
Alexander Kleivene,M,SBD,24.5,91.4,93,225.0,147.5,262.5,635.0,2021-10-23
Jan Edvard Jensen,M,SBD,61.5,92.7,93,192.5,122.5,230.0,545.0,2021-10-23
Espen Kolltveit,M,SBD,24.5,104.1,105,257.5,182.5,327.5,767.5,2021-10-23
Truls Moe,M,SBD,32.5,103.1,105,280.0,180.0,305.0,765.0,2021-10-23
Kristian Hansen Bruvik,M,SBD,26.5,104.65,105,277.5,157.5,302.5,737.5,2021-10-23
Vidar Johansen,M,SBD,56.5,114.5,120,272.5,170.0,262.5,705.0,2021-10-23
Christoffer Nygård,M,SBD,25.5,124.85,120+,230.0,145.0,275.0,650.0,2021-10-23
Malin Narum Kvamsdal,F,SBD,23.5,49.41,52,102.5,62.5,125.0,290.0,2018-10-05
Irina Melkild,F,SBD,20.5,49.91,52,100.0,72.5,107.5,280.0,2018-10-05
Karen Hesthammer,F,SBD,23.5,56.24,57,143.0,85.0,158.5,386.5,2018-10-05
Ingri Thingstad Storstad,F,SBD,24.5,55.95,57,135.0,82.5,163.0,380.5,2018-10-05
Julie Fosseide,F,SBD,25.5,56.43,57,132.5,82.5,158.0,373.0,2018-10-05
Jane Kvelland Berntsen,F,SBD,48.5,56.56,57,107.5,65.0,127.5,300.0,2018-10-05
Lena Sjøl,F,SBD,21.0,61.69,63,147.5,92.5,187.5,427.5,2018-10-05
Signe Elisabeth Belden,F,SBD,34.5,62.79,63,157.5,92.5,177.5,427.5,2018-10-05
Kamilla Kolvig,F,SBD,28.5,63.0,63,137.5,72.5,180.0,390.0,2018-10-05
Monica S. Rasmussen,F,SBD,45.5,61.65,63,160.5,72.5,147.5,380.5,2018-10-05
Elise Rosenborg,F,SBD,25.0,62.38,63,122.5,97.5,140.0,360.0,2018-10-05
Juliane Slettnes,F,SBD,17.0,62.15,63,120.0,72.5,145.0,337.5,2018-10-05
Hege Velten,F,SBD,44.5,62.51,63,102.5,62.5,137.5,302.5,2018-10-05
Maria Letnes,F,SBD,26.5,71.65,72,175.0,117.5,197.5,490.0,2018-10-05
Marte Kjenner,F,SBD,28.5,71.89,72,170.0,95.0,190.0,455.0,2018-10-05
Stine Liverød,F,SBD,25.5,71.44,72,175.0,100.0,175.0,450.0,2018-10-05
Annemari Løberg Larsen,F,SBD,25.5,71.51,72,162.5,72.5,207.5,442.5,2018-10-05
Malene Joensen,F,SBD,22.5,69.4,72,170.0,85.0,165.0,420.0,2018-10-05
Lise Reierskog,F,SBD,40.5,71.18,72,142.5,85.0,165.0,392.5,2018-10-05
Maren Småbakk Arnesen,F,SBD,19.5,70.62,72,140.0,97.5,115.0,352.5,2018-10-05
Sarah Nilsen Evensen,F,SBD,22.5,71.36,72,115.0,92.5,132.5,340.0,2018-10-05
Isabel Carina Nakken Cloin,F,SBD,29.5,83.16,84,170.0,90.0,197.5,457.5,2018-10-05
Julie Berger Johansen,F,SBD,25.5,82.18,84,175.0,90.0,190.0,455.0,2018-10-05
Stine Hamre,F,SBD,22.5,80.33,84,175.0,95.0,182.5,452.5,2018-10-05
Karen Tvedt,F,SBD,41.0,82.1,84,187.5,92.5,172.5,452.5,2018-10-05
Siri Anita Slettmyr,F,SBD,33.5,82.81,84,167.5,100.0,177.5,445.0,2018-10-05
Eilen Pollen,F,SBD,36.5,85.44,84+,160.0,95.0,175.0,430.0,2018-10-05
Sigurd Kjelvik Berg,M,SBD,23.5,73.44,74,217.5,125.0,252.5,595.0,2018-10-05
Jøran Langset,M,SBD,40.5,72.64,74,212.5,132.5,237.5,582.5,2018-10-05
Anders Joakim Halland,M,SBD,25.5,81.99,83,230.0,145.0,272.5,647.5,2018-10-05
Sindre Mobraaten,M,SBD,22.5,82.64,83,230.0,147.5,265.0,642.5,2018-10-05
Johannes Kristensen,M,SBD,20.5,81.74,83,225.0,145.0,265.0,635.0,2018-10-05
Knut Martin Haraldsen,M,SBD,23.5,91.96,93,285.0,192.5,302.5,780.0,2018-10-05
Helge Hansen,M,SBD,38.5,91.5,93,250.0,162.5,272.5,685.0,2018-10-05
Espen Kolltveit,M,SBD,21.5,91.56,93,210.0,150.0,287.5,647.5,2018-10-05
Benjamin Rastum,M,SBD,18.5,91.78,93,230.0,152.5,245.0,627.5,2018-10-05
Per Jørgen Gundersen,M,SBD,19.5,92.71,93,220.0,145.0,215.0,580.0,2018-10-05
Kristian Hansen Bruvik,M,SBD,23.5,92.8,93,217.5,125.0,232.5,575.0,2018-10-05
Even Bless Liland,M,SBD,26.5,104.95,105,265.0,192.5,292.5,750.0,2018-10-05
Truls Moe,M,SBD,29.5,104.46,105,275.0,177.5,292.5,745.0,2018-10-05
Torben H. Strømsvik,M,SBD,25.5,104.99,105,245.0,192.5,290.0,727.5,2018-10-05
Geir Øyvind Thorsen,M,SBD,31.5,103.98,105,280.0,167.5,275.0,722.5,2018-10-05
Jan-Roger Johansen,M,SBD,50.5,103.85,105,277.5,140.0,267.5,685.0,2018-10-05
Ruben Hoffman Gjelsnes,M,SBD,44.5,99.59,105,232.5,137.5,252.5,622.5,2018-10-05
Torgeir Skoge,M,SBD,44.5,104.51,105,212.5,150.0,225.0,587.5,2018-10-05
Martin Borgland Rønning,M,SBD,33.5,119.3,120,285.0,207.5,315.0,807.5,2018-10-05
Vidar Johansen,M,SBD,53.5,112.9,120,270.0,170.0,260.0,700.0,2018-10-05
Raymond Andersen,M,SBD,50.5,118.05,120,235.0,170.0,227.5,632.5,2018-10-05
Lars S. Kirkebøen,M,SBD,35.5,152.4,120+,300.0,180.0,350.5,830.5,2018-10-05
Sandra Persson,F,SBD,21.5,70.95,72,137.5,72.5,170.0,380.0,2017-09-02
Signe Elisabeth Belden,F,SBD,33.5,62.45,63,147.5,87.5,162.5,397.5,2017-09-02
Tutta Kristine Hanssen,F,SBD,27.5,59.7,63,140.0,95.0,160.0,395.0,2017-09-02
Linn Hèlen Solbakken Fjeld,F,SBD,24.5,61.75,63,105.0,82.5,132.5,320.0,2017-09-02
Eilen Pollen,F,SBD,35.5,82.45,84,115.0,75.0,150.0,340.0,2017-09-02
Jane Kvelland Berntsen,F,SBD,47.5,57.0,57,95.0,57.5,120.0,272.5,2017-09-02
Hege Velten,F,SBD,43.5,58.65,63,82.5,55.0,110.0,247.5,2017-09-02
Kirsti Løken,F,SBD,62.5,63.65,72,85.0,45.0,112.5,242.5,2017-09-02
Ludvik Moen,M,SBD,15.0,72.25,74,157.5,107.5,167.5,432.5,2017-09-02
Bjørn Andre S. Westbye,M,SBD,15.5,115.1,120,192.5,90.0,207.5,490.0,2017-09-02
Germe Wimpaye,M,SBD,20.5,73.7,74,180.0,120.0,246.0,546.0,2017-09-02
Sigurd Kjelvik Berg,M,SBD,22.5,72.1,74,200.5,112.5,220.0,533.0,2017-09-02
Simon Bråthe Johansen,M,SBD,22.5,74.0,74,180.0,85.0,200.0,465.0,2017-09-02
Sindre Mobraaten,M,SBD,21.5,82.25,83,220.0,140.0,255.0,615.0,2017-09-02
Henrik Staal,M,SBD,20.5,80.45,83,162.5,132.5,195.0,490.0,2017-09-02
Joel Immanuel Vikesland,M,SBD,19.5,87.1,93,187.5,127.5,262.5,577.5,2017-09-02
Per Jørgen Gundersen,M,SBD,18.5,91.4,93,192.5,140.0,200.0,532.5,2017-09-02
Torben H. Strømsvik,M,SBD,24.5,98.4,105,217.5,170.0,272.5,660.0,2017-09-02
Terje Myrvold,M,SBD,49.5,72.55,74,140.0,105.0,170.0,415.0,2017-09-02
Jim Ljungquist,M,SBD,49.5,116.6,120,197.5,175.0,245.0,617.5,2017-09-02
Ronny Andersen,M,SBD,52.5,115.55,120,205.0,150.0,235.0,590.0,2017-09-02
Raymond Andersen,M,SBD,49.5,112.55,120,216.0,160.0,200.0,576.0,2017-09-02
Vidar Alexander Ringvold,M,SBD,61.5,109.6,120,180.0,160.0,192.5,532.5,2017-09-02
Sandra Persson,F,SBD,21.5,73.4,84,125.0,67.5,160.0,352.5,2017-02-11
Helge Hansen,M,SBD,35.5,90.8,93,215.0,150.0,250.0,615.0,2015-12-12
Henrik Jensvold,M,SBD,19.5,117.2,120,222.5,160.0,245.0,627.5,2014-12-06
Chido Nnoli,M,SBD,17.5,73.4,74,190.0,92.5,230.0,512.5,2015-06-13
Kristian Lorentzen,M,SBD,20.5,85.9,93,150.0,130.0,185.0,465.0,2015-06-13
Erik Røen,M,SBD,18.5,126.0,120+,245.0,147.5,280.0,672.5,2015-06-13
Tutta Kristine Hanssen,F,SBD,28.5,61.1,63,140.0,92.5,160.0,392.5,2018-01-19
Heidi Sighovd,F,SBD,46.5,71.3,72,85.0,50.0,110.0,245.0,2018-01-19
Hege Berntsen,F,SBD,49.5,76.6,84,112.5,50.0,147.5,310.0,2018-01-19
Vebjørn Brastad,M,SBD,47.5,81.7,83,150.0,97.5,195.0,442.5,2018-01-19
Rita Pernille Bråthen,F,SBD,52.5,91.72,84+,115.0,70.0,150.0,335.0,2021-04-24
Tove Michalsen,F,SBD,61.5,86.9,84+,95.0,50.0,115.0,260.0,2021-04-24
Eskild Sommernes,M,SBD,62.5,104.5,105,170.0,132.5,230.0,532.5,2021-04-24
Morten Rygh,M,SBD,62.5,94.38,105,155.0,92.5,200.0,447.5,2021-04-24
Georg Øksendal,M,SBD,44.5,127.12,120+,250.0,190.0,250.0,690.0,2018-12-15
Liz Tobiassen,F,SBD,16.5,57.95,63,110.0,67.5,140.0,317.5,2021-11-06
Martine Svinnset Pedersen,F,SBD,18.5,61.55,63,115.0,85.0,147.5,347.5,2021-11-06
Jorill Nese,F,SBD,22.5,67.56,69,165.0,97.5,165.0,427.5,2021-11-06
Vetle Velle,M,SBD,17.5,92.86,93,197.5,130.0,255.0,582.5,2021-11-06
Daniel Andersen Nilsen,M,SBD,19.5,62.27,66,155.0,120.0,175.0,450.0,2021-11-06
Marius Arhaug,M,SBD,20.5,73.81,74,182.5,125.0,215.0,522.5,2021-11-06
Hans Jørgen Fjeld,M,SBD,21.5,80.99,83,180.0,150.0,195.0,525.0,2021-11-06
Isak Asperud,M,SBD,19.0,86.1,93,265.0,185.0,280.0,730.0,2021-11-06
Håkon Berge Berntsen,M,SBD,21.5,100.66,105,230.0,167.5,262.5,660.0,2021-11-06
Joar Finsaas,M,SBD,21.5,118.24,120,245.0,145.0,267.5,657.5,2021-11-06
Fredrik Hoff Saltvik,M,SBD,18.5,109.07,120,237.5,125.0,260.0,622.5,2021-11-06
Karoline Tanche-Larsen,F,SBD,26.5,83.9,84,145.0,82.5,150.0,377.5,2022-12-10
Kasper Høiland Andersen,M,SBD,21.5,89.25,93,220.0,152.5,252.5,625.0,2022-12-10
Geir Øyvind Thorsen,M,SBD,35.5,105.0,105,305.0,187.5,305.0,797.5,2022-12-10
Børge Øvrebø,M,SBD,61.5,100.55,105,200.0,120.0,220.0,540.0,2022-12-10
Mina Holmefjord,F,SBD,16.5,74.7,84,132.5,77.5,150.0,360.0,2020-02-15
Anna Nafisa Hjelle Skjenken,F,SBD,21.5,60.37,63,112.5,77.5,140.0,330.0,2020-02-15
Malin Narum Kvamsdal,F,SBD,25.5,51.66,52,107.5,70.0,130.0,307.5,2020-02-15
Gina Bakke Bolstad,F,SBD,28.5,62.72,63,170.0,85.0,160.0,415.0,2020-02-15
Signe Elisabeth Belden,F,SBD,36.5,63.28,72,155.0,105.0,172.5,432.5,2020-02-15
Solveig Röngevær,F,SBD,22.5,63.21,72,102.5,65.0,120.0,287.5,2020-02-15
Anita Camilla Bratland,F,SBD,30.5,75.46,84,142.5,102.5,155.0,400.0,2020-02-15
Kari Holmen Sunnarvik,F,SBD,53.5,65.07,72,100.0,55.0,125.0,280.0,2020-02-15
Anne Hellem,F,SBD,58.5,86.07,84+,105.0,60.0,140.0,305.0,2020-02-15
Einar Naveen Møen,M,SBD,17.5,81.5,83,180.0,135.0,175.0,490.0,2020-02-15
Vetle Velle,M,SBD,16.5,89.47,93,170.0,100.0,215.0,485.0,2020-02-15
Jarle Bjørgo Onarheim,M,SBD,27.5,92.98,93,232.5,190.0,262.5,685.0,2020-02-15
Toni Johannessen Amengual,M,SBD,27.5,102.77,105,295.0,185.0,310.0,790.0,2020-02-15
Kristian Hansen Bruvik,M,SBD,25.5,104.98,105,262.5,150.0,287.5,700.0,2020-02-15
Bengt Eide-Olsen,M,SBD,58.5,103.97,105,170.0,145.0,185.0,500.0,2020-02-15
Marthe Engskar Ramsrud,F,SBD,15.5,69.0,72,100.0,75.0,102.5,277.5,2015-02-14
Ingvild Hansen,F,SBD,20.5,66.15,72,87.5,70.0,120.0,277.5,2015-02-14
Kamilla Kolvig,F,SBD,25.5,70.1,72,140.0,65.0,160.0,365.0,2015-02-14
Joachim Lindseth,M,SBD,22.5,103.95,105,270.0,185.0,285.0,740.0,2015-02-14
Tormod Andersen,M,SBD,58.5,81.75,83,180.0,120.0,202.5,502.5,2015-02-14
Ronny Andersen,M,SBD,50.5,114.95,120,212.5,145.0,200.0,557.5,2015-02-14
Christoffer Nygård,M,SBD,26.5,124.35,120+,225.0,147.5,270.0,642.5,2022-06-10
Lene Alexandra Øien,F,SBD,38.0,60.5,63,95.0,70.0,105.0,270.0,2019-07-06
Joakim Eriksson Aas,M,SBD,15.5,89.45,93,150.0,100.0,185.0,435.0,2019-07-06
Vetle Skundberg,M,SBD,19.0,74.0,74,132.5,130.0,145.0,407.5,2019-07-06
Linda Zahl Pedersen,F,SBD,20.5,80.6,84,140.0,65.0,155.0,360.0,2016-12-10
Ann Kristin Olsen,F,SBD,54.5,58.4,63,90.0,80.0,110.0,280.0,2022-03-08
Geir Ottar Olsen,M,SBD,56.5,82.4,83,192.5,120.0,245.0,557.5,2022-03-08
Bjarne Havnen,M,SBD,46.5,123.45,120+,200.0,170.0,230.0,600.0,2015-06-06
Jim Ljungquist,M,SBD,55.5,119.1,120,170.0,180.0,200.0,550.0,2023-06-03
Juliane Slettnes,F,SBD,16.0,60.6,63,105.0,65.0,120.0,290.0,2017-12-16
Geir Øyvind Thorsen,M,SBD,31.5,104.95,105,285.0,170.0,290.0,745.0,2018-12-15
Helge Sviland,M,SBD,42.5,87.5,93,167.5,145.0,210.0,522.5,2018-12-15
Vetle Skundberg,M,SBD,18.0,69.6,74,112.5,110.0,130.0,352.5,2018-10-13
Ove Fosse,M,SBD,49.5,105.6,120,180.0,115.0,190.0,485.0,2018-09-29
Rita Pernille Bråthen,F,SBD,53.5,88.45,84+,122.5,70.0,160.0,352.5,2022-02-05
Tove Michalsen,F,SBD,62.5,83.14,84,120.0,60.0,130.0,310.0,2022-02-05
Oddbjørn Viken,M,SBD,55.5,92.79,93,152.5,117.5,185.0,455.0,2017-12-03
Monika Kvam,F,SBD,21.5,67.8,72,100.0,65.0,112.5,277.5,2016-04-09
Julie Fosseide,F,SBD,23.5,52.0,52,107.5,72.5,125.0,305.0,2016-04-09
Anders Joakim Halland,M,SBD,29.5,91.41,93,265.0,160.0,275.0,700.0,2022-09-24
Christoffer Nygård,M,SBD,26.5,118.52,120,225.0,147.5,265.0,637.5,2022-09-24
Seline Solstad Halleland,F,SBD,19.5,86.97,84+,117.5,100.0,137.5,355.0,2017-05-13
Anna Nafisa Hjelle Skjenken,F,SBD,17.5,59.3,63,105.0,60.0,145.0,310.0,2016-12-10
Silvia Kapstad,F,SBD,19.5,73.5,84,160.0,102.5,182.5,445.0,2016-12-10
Monica S. Rasmussen,F,SBD,43.5,61.0,63,145.0,60.0,145.0,350.0,2016-12-10
Siv Bjørkestrand,F,SBD,42.5,96.8,84+,147.5,107.5,205.0,460.0,2016-12-10
Anne Sofie Skjerlie Engan,F,SBD,49.5,74.7,84,85.0,65.0,120.0,270.0,2016-12-10
Bengt Eide-Olsen,M,SBD,54.5,92.6,93,190.0,147.5,202.5,540.0,2016-12-10
Lillann Haaland,F,SBD,16.5,62.9,63,82.5,55.0,115.0,252.5,2011-06-18
Rita Pernille Bråthen,F,SBD,48.5,89.8,84+,127.5,65.0,162.5,355.0,2017-12-16
Birgitte Lorentzen,F,SBD,41.5,105.8,84+,130.0,80.0,145.0,355.0,2017-12-16
Inger Blikra,F,SBD,55.5,83.1,84,135.0,100.0,160.0,395.0,2017-12-16
Christoffer Nygård,M,SBD,21.5,119.3,120,220.0,137.5,250.0,607.5,2017-12-16
Jan Edvard Jensen,M,SBD,57.5,92.3,93,202.5,132.5,250.0,585.0,2017-12-16
Elise Rosenborg,F,SBD,24.5,61.7,63,110.0,95.0,130.0,335.0,2018-04-14
Ingeborg Gjone,F,SBD,56.5,55.8,57,87.5,47.5,112.5,247.5,2018-04-14
Torben H. Strømsvik,M,SBD,25.5,104.3,105,232.5,187.5,272.5,692.5,2018-04-14
Bjørn Andreas Bull-Hansen,M,SBD,38.5,106.8,120,240.0,185.0,305.0,730.0,2011-12-07
Jan-Roger Johansen,M,SBD,41.5,100.9,110,277.5,150.0,280.0,707.5,2009-10-24
Bjarne Havnen,M,SBD,43.5,118.1,120,185.0,160.0,205.0,550.0,2012-04-14
Solveig Röngevær,F,SBD,19.5,61.6,63,102.5,62.5,125.0,290.0,2017-08-07
Toni Johannessen Amengual,M,SBD,24.5,91.5,93,260.0,160.0,300.0,720.0,2017-08-07
Damian Steinke,M,SBD,18.5,105.0,105,230.0,150.0,260.0,640.0,2016-02-05
Erik Røen,M,SBD,16.5,105.3,120,172.5,127.5,210.0,510.0,2013-09-07
Truls Moe,M,SBD,24.5,101.5,105,220.0,165.0,250.0,635.0,2013-09-07
Inger Blikra,F,SBD,51.5,74.9,84,140.0,110.0,180.0,430.0,2013-12-14
